American Community Survey (ACS) Data Time Period,Borough,Borough Community District Code,Community District Name,Language,LEP Population (Estimate),% of LEP Population,CVALEP Population (Estimate),% of CVALEP Population
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",French,93.0,0.2,34.0,0.2
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",German,377.0,0.9,255.0,1.3
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Greek,127.0,0.3,114.0,0.6
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Gujarati,34.0,0.1,22.0,0.1
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Haitian,69.0,0.2,30.0,0.2
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Hebrew,46.0,0.1,17.0,0.1
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Hindi,95.0,0.2,34.0,0.2
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Hungarian,67.0,0.2,41.0,0.2
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Indonesian,13.0,0.0,13.0,0.1
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Irish,66.0,0.2,66.0,0.3
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Italian,1866.0,4.6,1435.0,7.3
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Japanese,29.0,0.1,0.0,0.0
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Korean,251.0,0.6,79.0,0.4
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Lithuanian,18.0,0.0,18.0,0.1
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Nepali,221.0,0.5,44.0,0.2
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Other Afro-Asiatic languages,21.0,0.1,0.0,0.0
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Other Indo-European languages,15.0,0.0,15.0,0.1
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Other Indo-Iranian languages,63.0,0.2,31.0,0.2
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Other Native North American languages,13.0,0.0,13.0,0.1
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Other and unspecified languages,20.0,0.0,0.0,0.0
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Pashto,32.0,0.1,0.0,0.0
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Polish,7284.0,18.0,3215.0,16.4
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Portuguese,246.0,0.6,121.0,0.6
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Punjabi,129.0,0.3,129.0,0.7
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Romanian,1025.0,2.5,719.0,3.7
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Russian,414.0,1.0,258.0,1.3
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Serbian,417.0,1.0,286.0,1.5
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Serbocroatian,26.0,0.1,14.0,0.1
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Slovak,98.0,0.2,56.0,0.3
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Spanish,17496.0,43.2,7261.0,36.9
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Tagalog,243.0,0.6,189.0,1.0
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Tamil,6.0,0.0,0.0,0.0
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Telugu,22.0,0.1,0.0,0.0
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Thai,39.0,0.1,24.0,0.1
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Tibetan,221.0,0.5,75.0,0.4
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Turkish,52.0,0.1,9.0,0.0
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Ukrainian,298.0,0.7,60.0,0.3
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Urdu,71.0,0.2,41.0,0.2
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Vietnamese,421.0,1.0,320.0,1.6
2015-2019,Queens,405,"Ridgewood, Glendale, Maspeth",Yoruba,13.0,0.0,0.0,0.0
2015-2019,Queens,406,"Forest Hills, Rego Park",Albanian,236.0,0.9,79.0,0.5
2015-2019,Queens,406,"Forest Hills, Rego Park",Amharic,28.0,0.1,28.0,0.2
2015-2019,Queens,406,"Forest Hills, Rego Park",Arabic,277.0,1.0,162.0,0.9
2015-2019,Queens,406,"Forest Hills, Rego Park",Armenian,188.0,0.7,137.0,0.8
2015-2019,Queens,406,"Forest Hills, Rego Park",Bengali,144.0,0.5,78.0,0.5
2015-2019,Queens,406,"Forest Hills, Rego Park",Bosnian,49.0,0.2,41.0,0.2
2015-2019,Queens,406,"Forest Hills, Rego Park",Bulgarian,183.0,0.7,87.0,0.5
2015-2019,Queens,406,"Forest Hills, Rego Park",Burmese,410.0,1.5,149.0,0.9
2015-2019,Queens,406,"Forest Hills, Rego Park","Chinese (incl. Mandarin, Cantonese)",7610.0,28.3,4684.0,27.2
2015-2019,Queens,406,"Forest Hills, Rego Park",Dutch,43.0,0.2,11.0,0.1
2015-2019,Queens,406,"Forest Hills, Rego Park",Farsi,509.0,1.9,240.0,1.4
2015-2019,Queens,406,"Forest Hills, Rego Park",Filipino,246.0,0.9,183.0,1.1
2015-2019,Queens,406,"Forest Hills, Rego Park",French,88.0,0.3,68.0,0.4
2015-2019,Queens,406,"Forest Hills, Rego Park",German,57.0,0.2,33.0,0.2
2015-2019,Queens,406,"Forest Hills, Rego Park",Greek,57.0,0.2,33.0,0.2
2015-2019,Queens,406,"Forest Hills, Rego Park",Gujarati,218.0,0.8,153.0,0.9
2015-2019,Queens,406,"Forest Hills, Rego Park",Haitian,43.0,0.2,19.0,0.1
2015-2019,Queens,406,"Forest Hills, Rego Park",Hebrew,314.0,1.2,245.0,1.4
2015-2019,Queens,406,"Forest Hills, Rego Park",Hindi,796.0,3.0,350.0,2.0
2015-2019,Queens,406,"Forest Hills, Rego Park",Hungarian,56.0,0.2,46.0,0.3
2015-2019,Queens,406,"Forest Hills, Rego Park",Ilocano,13.0,0.0,13.0,0.1
2015-2019,Queens,406,"Forest Hills, Rego Park",India N.E.C.,209.0,0.8,192.0,1.1
2015-2019,Queens,406,"Forest Hills, Rego Park",Indonesian,100.0,0.4,48.0,0.3
2015-2019,Queens,406,"Forest Hills, Rego Park",Italian,150.0,0.6,130.0,0.8
2015-2019,Queens,406,"Forest Hills, Rego Park",Japanese,417.0,1.5,101.0,0.6
2015-2019,Queens,406,"Forest Hills, Rego Park",Karen languages,18.0,0.1,0.0,0.0
2015-2019,Queens,406,"Forest Hills, Rego Park",Khmer,25.0,0.1,25.0,0.1
2015-2019,Queens,406,"Forest Hills, Rego Park",Korean,621.0,2.3,378.0,2.2
2015-2019,Queens,406,"Forest Hills, Rego Park",Latvian,18.0,0.1,18.0,0.1
2015-2019,Queens,406,"Forest Hills, Rego Park",Min Nan Chinese,108.0,0.4,93.0,0.5
2015-2019,Queens,406,"Forest Hills, Rego Park",Mongolian,15.0,0.1,15.0,0.1
2015-2019,Queens,406,"Forest Hills, Rego Park",Nepali,171.0,0.6,14.0,0.1
2015-2019,Queens,406,"Forest Hills, Rego Park",Other English-based Creole languages,7.0,0.0,0.0,0.0
2015-2019,Queens,406,"Forest Hills, Rego Park",Other Indo-Iranian languages,30.0,0.1,30.0,0.2
2015-2019,Queens,406,"Forest Hills, Rego Park",Other and unspecified languages,198.0,0.7,198.0,1.2
2015-2019,Queens,406,"Forest Hills, Rego Park",Other languages of Asia,206.0,0.8,43.0,0.2
2015-2019,Queens,406,"Forest Hills, Rego Park",Polish,761.0,2.8,428.0,2.5
2015-2019,Queens,406,"Forest Hills, Rego Park",Portuguese,64.0,0.2,15.0,0.1
2015-2019,Queens,406,"Forest Hills, Rego Park",Punjabi,56.0,0.2,39.0,0.2
2015-2019,Queens,406,"Forest Hills, Rego Park",Romanian,335.0,1.2,275.0,1.6
2015-2019,Queens,406,"Forest Hills, Rego Park",Russian,6865.0,25.5,5288.0,30.7
2015-2019,Queens,406,"Forest Hills, Rego Park",Serbian,99.0,0.4,42.0,0.2
2015-2019,Queens,406,"Forest Hills, Rego Park",Serbocroatian,17.0,0.1,10.0,0.1
2015-2019,Queens,406,"Forest Hills, Rego Park",Sinhala,30.0,0.1,0.0,0.0
2015-2019,Queens,406,"Forest Hills, Rego Park",Slovak,9.0,0.0,9.0,0.1
2015-2019,Queens,406,"Forest Hills, Rego Park",Spanish,3774.0,14.0,2370.0,13.8
2015-2019,Queens,406,"Forest Hills, Rego Park",Tagalog,277.0,1.0,165.0,1.0
2015-2019,Queens,406,"Forest Hills, Rego Park",Tamil,102.0,0.4,47.0,0.3
2015-2019,Queens,406,"Forest Hills, Rego Park",Thai,309.0,1.1,183.0,1.1
2015-2019,Queens,406,"Forest Hills, Rego Park",Tibetan,98.0,0.4,41.0,0.2
2015-2019,Queens,406,"Forest Hills, Rego Park",Turkish,50.0,0.2,25.0,0.1
2015-2019,Queens,406,"Forest Hills, Rego Park",Ukrainian,26.0,0.1,26.0,0.2
2015-2019,Queens,406,"Forest Hills, Rego Park",Urdu,51.0,0.2,37.0,0.2
2015-2019,Queens,406,"Forest Hills, Rego Park",Vietnamese,86.0,0.3,60.0,0.3
2015-2019,Queens,406,"Forest Hills, Rego Park",Yiddish,60.0,0.2,22.0,0.1
2015-2019,Queens,407,"Flushing, Bay Terrace",Albanian,95.0,0.1,66.0,0.1
2015-2019,Queens,407,"Flushing, Bay Terrace",Amharic,41.0,0.0,13.0,0.0
2015-2019,Queens,407,"Flushing, Bay Terrace",Arabic,331.0,0.3,235.0,0.4
2015-2019,Queens,407,"Flushing, Bay Terrace",Armenian,97.0,0.1,97.0,0.2
2015-2019,Queens,407,"Flushing, Bay Terrace",Bengali,687.0,0.6,65.0,0.1
2015-2019,Queens,407,"Flushing, Bay Terrace",Bosnian,511.0,0.4,245.0,0.5
2015-2019,Queens,407,"Flushing, Bay Terrace",Burmese,149.0,0.1,149.0,0.3
2015-2019,Queens,407,"Flushing, Bay Terrace",Chin languages,121.0,0.1,92.0,0.2
2015-2019,Queens,407,"Flushing, Bay Terrace","Chinese (incl. Mandarin, Cantonese)",67444.0,55.6,23883.0,44.5
2015-2019,Queens,407,"Flushing, Bay Terrace",Croatian,376.0,0.3,334.0,0.6
2015-2019,Queens,407,"Flushing, Bay Terrace",Dari,95.0,0.1,61.0,0.1
2015-2019,Queens,407,"Flushing, Bay Terrace",Farsi,366.0,0.3,178.0,0.3
2015-2019,Queens,407,"Flushing, Bay Terrace",Filipino,368.0,0.3,309.0,0.6
2015-2019,Queens,407,"Flushing, Bay Terrace",French,94.0,0.1,75.0,0.1
2015-2019,Queens,407,"Flushing, Bay Terrace",German,131.0,0.1,102.0,0.2
2015-2019,Queens,407,"Flushing, Bay Terrace",Greek,1880.0,1.6,1719.0,3.2
2015-2019,Queens,407,"Flushing, Bay Terrace",Gujarati,352.0,0.3,192.0,0.4
2015-2019,Queens,407,"Flushing, Bay Terrace",Haitian,48.0,0.0,48.0,0.1
2015-2019,Queens,407,"Flushing, Bay Terrace",Hebrew,9.0,0.0,9.0,0.0
2015-2019,Queens,407,"Flushing, Bay Terrace",Hindi,1975.0,1.6,984.0,1.8
2015-2019,Queens,407,"Flushing, Bay Terrace",Hungarian,11.0,0.0,11.0,0.0
2015-2019,Queens,407,"Flushing, Bay Terrace",India N.E.C.,272.0,0.2,24.0,0.0
2015-2019,Queens,407,"Flushing, Bay Terrace",Indonesian,191.0,0.2,120.0,0.2
2015-2019,Queens,407,"Flushing, Bay Terrace",Irish,8.0,0.0,8.0,0.0
2015-2019,Queens,407,"Flushing, Bay Terrace",Italian,1669.0,1.4,1446.0,2.7
2015-2019,Queens,407,"Flushing, Bay Terrace",Japanese,50.0,0.0,14.0,0.0
2015-2019,Queens,407,"Flushing, Bay Terrace",Karen languages,107.0,0.1,0.0,0.0
2015-2019,Queens,407,"Flushing, Bay Terrace",Khmer,8.0,0.0,8.0,0.0
2015-2019,Queens,407,"Flushing, Bay Terrace",Korean,15694.0,12.9,7713.0,14.4
2015-2019,Queens,407,"Flushing, Bay Terrace",Lithuanian,10.0,0.0,0.0,0.0
2015-2019,Queens,407,"Flushing, Bay Terrace",Malayalam,33.0,0.0,0.0,0.0
2015-2019,Queens,407,"Flushing, Bay Terrace",Min Nan Chinese,1400.0,1.2,1035.0,1.9
2015-2019,Queens,407,"Flushing, Bay Terrace",Nepali,16.0,0.0,16.0,0.0
2015-2019,Queens,407,"Flushing, Bay Terrace",Other languages of Asia,166.0,0.1,16.0,0.0
2015-2019,Queens,407,"Flushing, Bay Terrace",Pakistan N.E.C.,447.0,0.4,188.0,0.3
2015-2019,Queens,407,"Flushing, Bay Terrace",Pashto,297.0,0.2,125.0,0.2
2015-2019,Queens,407,"Flushing, Bay Terrace",Polish,168.0,0.1,129.0,0.2
2015-2019,Queens,407,"Flushing, Bay Terrace",Portuguese,82.0,0.1,41.0,0.1
2015-2019,Queens,407,"Flushing, Bay Terrace",Punjabi,479.0,0.4,369.0,0.7
2015-2019,Queens,407,"Flushing, Bay Terrace",Romanian,60.0,0.0,45.0,0.1
2015-2019,Queens,407,"Flushing, Bay Terrace",Russian,826.0,0.7,779.0,1.5
2015-2019,Queens,407,"Flushing, Bay Terrace",Sinhala,54.0,0.0,8.0,0.0
2015-2019,Queens,407,"Flushing, Bay Terrace",Spanish,21542.0,17.8,11318.0,21.1
2015-2019,Queens,407,"Flushing, Bay Terrace",Tagalog,534.0,0.4,329.0,0.6
2015-2019,Queens,407,"Flushing, Bay Terrace",Tamil,142.0,0.1,115.0,0.2
2015-2019,Queens,407,"Flushing, Bay Terrace",Telugu,46.0,0.0,34.0,0.1
2015-2019,Queens,407,"Flushing, Bay Terrace",Thai,465.0,0.4,248.0,0.5
2015-2019,Queens,407,"Flushing, Bay Terrace",Tibetan,101.0,0.1,75.0,0.1
2015-2019,Queens,407,"Flushing, Bay Terrace",Turkish,54.0,0.0,43.0,0.1
2015-2019,Queens,407,"Flushing, Bay Terrace",Ukrainian,24.0,0.0,24.0,0.0
2015-2019,Queens,407,"Flushing, Bay Terrace",Urdu,633.0,0.5,300.0,0.6
2015-2019,Queens,407,"Flushing, Bay Terrace",Vietnamese,456.0,0.4,282.0,0.5
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Akan (incl. Twi),61.0,0.1,54.0,0.2
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Albanian,25.0,0.1,25.0,0.1
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Arabic,730.0,1.7,387.0,1.7
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Armenian,67.0,0.2,67.0,0.3
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Bengali,5446.0,12.8,2793.0,12.2
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Burmese,139.0,0.3,59.0,0.3
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Cebuano,112.0,0.3,43.0,0.2
2015-2019,Queens,408,"Fresh Meadows, Briarwood","Chinese (incl. Mandarin, Cantonese)",11761.0,27.5,5958.0,26.1
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Croatian,37.0,0.1,37.0,0.2
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Czech,12.0,0.0,12.0,0.1
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Dari,16.0,0.0,0.0,0.0
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Dutch,65.0,0.2,65.0,0.3
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Farsi,192.0,0.4,178.0,0.8
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Filipino,385.0,0.9,242.0,1.1
2015-2019,Queens,408,"Fresh Meadows, Briarwood",French,166.0,0.4,149.0,0.7
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Ganda,17.0,0.0,0.0,0.0
2015-2019,Queens,408,"Fresh Meadows, Briarwood",German,15.0,0.0,15.0,0.1
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Greek,414.0,1.0,324.0,1.4
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Gujarati,328.0,0.8,120.0,0.5
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Haitian,699.0,1.6,377.0,1.7
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Hebrew,692.0,1.6,481.0,2.1
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Hindi,913.0,2.1,135.0,0.6
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Hungarian,104.0,0.2,72.0,0.3
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Indonesian,127.0,0.3,84.0,0.4
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Italian,51.0,0.1,43.0,0.2
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Jamaican Creole English,16.0,0.0,0.0,0.0
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Japanese,88.0,0.2,21.0,0.1
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Korean,1735.0,4.1,896.0,3.9
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Lithuanian,30.0,0.1,7.0,0.0
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Malay,15.0,0.0,0.0,0.0
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Malayalam,27.0,0.1,9.0,0.0
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Manding languages,43.0,0.1,43.0,0.2
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Min Nan Chinese,92.0,0.2,92.0,0.4
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Nepali,31.0,0.1,0.0,0.0
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Other Central and South American languages,24.0,0.1,0.0,0.0
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Other Mande languages,26.0,0.1,26.0,0.1
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Other Niger-Congo languages,11.0,0.0,11.0,0.0
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Other and unspecified languages,26.0,0.1,26.0,0.1
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Other languages of Asia,44.0,0.1,24.0,0.1
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Pakistan N.E.C.,297.0,0.7,93.0,0.4
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Pashto,380.0,0.9,252.0,1.1
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Polish,324.0,0.8,197.0,0.9
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Portuguese,15.0,0.0,0.0,0.0
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Punjabi,652.0,1.5,182.0,0.8
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Romanian,77.0,0.2,77.0,0.3
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Russian,3194.0,7.5,2262.0,9.9
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Shona,17.0,0.0,0.0,0.0
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Sinhala,48.0,0.1,48.0,0.2
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Spanish,9994.0,23.4,5059.0,22.2
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Swahili,17.0,0.0,0.0,0.0
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Tagalog,1144.0,2.7,840.0,3.7
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Tamil,86.0,0.2,33.0,0.1
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Telugu,6.0,0.0,6.0,0.0
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Thai,44.0,0.1,44.0,0.2
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Tibetan,19.0,0.0,12.0,0.1
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Ukrainian,84.0,0.2,32.0,0.1
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Urdu,1276.0,3.0,616.0,2.7
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Vietnamese,221.0,0.5,180.0,0.8
2015-2019,Queens,408,"Fresh Meadows, Briarwood",Yiddish,31.0,0.1,31.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Akan (incl. Twi),18.0,0.0,0.0,0.0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Albanian,117.0,0.3,96.0,0.5
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Arabic,441.0,1.2,228.0,1.2
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Bengali,3287.0,8.6,1763.0,9.4
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Burmese,40.0,0.1,30.0,0.2
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Cebuano,37.0,0.1,15.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill","Chinese (incl. Mandarin, Cantonese)",3387.0,8.9,2112.0,11.2
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Croatian,7.0,0.0,7.0,0.0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Czech,32.0,0.1,13.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Dutch,94.0,0.2,94.0,0.5
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Farsi,77.0,0.2,66.0,0.4
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Filipino,108.0,0.3,88.0,0.5
2015-2019,Queens,409,"Woodhaven, Richmond Hill",French,132.0,0.3,72.0,0.4
2015-2019,Queens,409,"Woodhaven, Richmond Hill",German,24.0,0.1,24.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Greek,27.0,0.1,27.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Gujarati,57.0,0.1,49.0,0.3
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Haitian,24.0,0.1,6.0,0.0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Hebrew,8.0,0.0,8.0,0.0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Hindi,1047.0,2.8,453.0,2.4
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Hungarian,18.0,0.0,18.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Ilocano,75.0,0.2,51.0,0.3
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Indonesian,26.0,0.1,26.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Italian,270.0,0.7,209.0,1.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Japanese,57.0,0.1,30.0,0.2
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Kannada,21.0,0.1,13.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Korean,37.0,0.1,37.0,0.2
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Lithuanian,130.0,0.3,108.0,0.6
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Malayalam,144.0,0.4,119.0,0.6
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Manding languages,28.0,0.1,12.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Min Nan Chinese,18.0,0.0,18.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Mongolian,12.0,0.0,12.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Nepali,72.0,0.2,12.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Other Mande languages,73.0,0.2,44.0,0.2
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Other and unspecified languages,106.0,0.3,13.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Other languages of Asia,34.0,0.1,13.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Polish,608.0,1.6,395.0,2.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Portuguese,91.0,0.2,91.0,0.5
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Punjabi,3044.0,8.0,1100.0,5.8
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Romanian,154.0,0.4,141.0,0.7
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Russian,1067.0,2.8,890.0,4.7
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Serbian,84.0,0.2,72.0,0.4
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Serbocroatian,20.0,0.1,20.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Spanish,21588.0,56.7,9416.0,50.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Tagalog,363.0,1.0,225.0,1.2
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Tamil,26.0,0.1,11.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Thai,17.0,0.0,8.0,0.0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Tibetan,10.0,0.0,10.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Turkish,25.0,0.1,0.0,0.0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Ukrainian,10.0,0.0,10.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Urdu,644.0,1.7,358.0,1.9
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Vietnamese,181.0,0.5,155.0,0.8
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Yiddish,24.0,0.1,24.0,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Yoruba,22.0,0.1,0.0,0.0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Albanian,86.0,0.5,69.0,0.7
2015-2019,Queens,410,"Ozone Park, Howard Beach",Arabic,56.0,0.3,35.0,0.3
2015-2019,Queens,410,"Ozone Park, Howard Beach",Bengali,1801.0,10.5,1091.0,10.5
2015-2019,Queens,410,"Ozone Park, Howard Beach","Chinese (incl. Mandarin, Cantonese)",1262.0,7.4,774.0,7.4
2015-2019,Queens,410,"Ozone Park, Howard Beach",Dari,67.0,0.4,0.0,0.0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Dutch,51.0,0.3,15.0,0.1
2015-2019,Queens,410,"Ozone Park, Howard Beach",Filipino,23.0,0.1,23.0,0.2
2015-2019,Queens,410,"Ozone Park, Howard Beach",French,151.0,0.9,62.0,0.6
2015-2019,Queens,410,"Ozone Park, Howard Beach",German,33.0,0.2,33.0,0.3
2015-2019,Queens,410,"Ozone Park, Howard Beach",Greek,9.0,0.1,9.0,0.1
2015-2019,Queens,410,"Ozone Park, Howard Beach",Haitian,121.0,0.7,75.0,0.7
2015-2019,Queens,410,"Ozone Park, Howard Beach",Hebrew,42.0,0.2,0.0,0.0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Hindi,228.0,1.3,200.0,1.9
2015-2019,Queens,410,"Ozone Park, Howard Beach",Italian,913.0,5.3,834.0,8.0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Jamaican Creole English,61.0,0.4,61.0,0.6
2015-2019,Queens,410,"Ozone Park, Howard Beach",Japanese,13.0,0.1,13.0,0.1
2015-2019,Queens,410,"Ozone Park, Howard Beach",Nepali,48.0,0.3,35.0,0.3
2015-2019,Queens,410,"Ozone Park, Howard Beach",Other Niger-Congo languages,10.0,0.1,0.0,0.0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Pashto,8.0,0.0,8.0,0.1
2015-2019,Queens,410,"Ozone Park, Howard Beach",Polish,425.0,2.5,248.0,2.4
